case_id,symbol,decision_session,decision_time,maturity_session,split_role,compact_included,standard_included,maximum_included,formal_symbol,modality_profile,text_status,table_status,timeseries_status,image_status,eligibility_status,source_identity,inclusion_rationale
AMZN:2023-05-05,AMZN,2023-05-05,2023-05-05T20:00:00+00:00,2023-05-12,TRAIN,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AMZN:2023-05-12,AMZN,2023-05-12,2023-05-12T20:00:00+00:00,2023-05-19,TRAIN,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AMZN:2023-05-19,AMZN,2023-05-19,2023-05-19T20:00:00+00:00,2023-05-26,TRAIN,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AMZN:2023-05-26,AMZN,2023-05-26,2023-05-26T20:00:00+00:00,2023-06-05,TRAIN,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AMZN:2023-06-02,AMZN,2023-06-02,2023-06-02T20:00:00+00:00,2023-06-09,TRAIN,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AMZN:2023-06-09,AMZN,2023-06-09,2023-06-09T20:00:00+00:00,2023-06-16,TRAIN,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AMZN:2023-06-16,AMZN,2023-06-16,2023-06-16T20:00:00+00:00,2023-06-26,TRAIN,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
AMZN:2023-06-30,AMZN,2023-06-30,2023-06-30T20:00:00+00:00,2023-07-10,VALIDATION,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
AMZN:2023-07-07,AMZN,2023-07-07,2023-07-07T20:00:00+00:00,2023-07-14,VALIDATION,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
AMZN:2023-07-21,AMZN,2023-07-21,2023-07-21T20:00:00+00:00,2023-07-28,FINAL_HOLDOUT,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
AMZN:2023-07-28,AMZN,2023-07-28,2023-07-28T20:00:00+00:00,2023-08-04,FINAL_HOLDOUT,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
AMZN:2023-10-06,AMZN,2023-10-06,2023-10-06T20:00:00+00:00,2023-10-13,E2E_PILOT,true,true,true,true,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:AMZN,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_E2E_PILOT_BLOCK;PERFORMANCE_BLIND
JPM:2023-05-05,JPM,2023-05-05,2023-05-05T20:00:00+00:00,2023-05-12,TRAIN,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JPM:2023-05-12,JPM,2023-05-12,2023-05-12T20:00:00+00:00,2023-05-19,TRAIN,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JPM:2023-05-19,JPM,2023-05-19,2023-05-19T20:00:00+00:00,2023-05-26,TRAIN,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JPM:2023-05-26,JPM,2023-05-26,2023-05-26T20:00:00+00:00,2023-06-05,TRAIN,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JPM:2023-06-02,JPM,2023-06-02,2023-06-02T20:00:00+00:00,2023-06-09,TRAIN,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JPM:2023-06-09,JPM,2023-06-09,2023-06-09T20:00:00+00:00,2023-06-16,TRAIN,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JPM:2023-06-16,JPM,2023-06-16,2023-06-16T20:00:00+00:00,2023-06-26,TRAIN,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JPM:2023-06-30,JPM,2023-06-30,2023-06-30T20:00:00+00:00,2023-07-10,VALIDATION,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
JPM:2023-07-07,JPM,2023-07-07,2023-07-07T20:00:00+00:00,2023-07-14,VALIDATION,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
JPM:2023-07-21,JPM,2023-07-21,2023-07-21T20:00:00+00:00,2023-07-28,FINAL_HOLDOUT,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
JPM:2023-07-28,JPM,2023-07-28,2023-07-28T20:00:00+00:00,2023-08-04,FINAL_HOLDOUT,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
JPM:2023-10-06,JPM,2023-10-06,2023-10-06T20:00:00+00:00,2023-10-13,E2E_PILOT,true,true,true,true,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JPM,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_E2E_PILOT_BLOCK;PERFORMANCE_BLIND
JBSS:2023-05-05,JBSS,2023-05-05,2023-05-05T20:00:00+00:00,2023-05-12,TRAIN,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JBSS:2023-05-12,JBSS,2023-05-12,2023-05-12T20:00:00+00:00,2023-05-19,TRAIN,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JBSS:2023-05-19,JBSS,2023-05-19,2023-05-19T20:00:00+00:00,2023-05-26,TRAIN,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JBSS:2023-05-26,JBSS,2023-05-26,2023-05-26T20:00:00+00:00,2023-06-05,TRAIN,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JBSS:2023-06-02,JBSS,2023-06-02,2023-06-02T20:00:00+00:00,2023-06-09,TRAIN,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JBSS:2023-06-09,JBSS,2023-06-09,2023-06-09T20:00:00+00:00,2023-06-16,TRAIN,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JBSS:2023-06-16,JBSS,2023-06-16,2023-06-16T20:00:00+00:00,2023-06-26,TRAIN,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
JBSS:2023-06-30,JBSS,2023-06-30,2023-06-30T20:00:00+00:00,2023-07-10,VALIDATION,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
JBSS:2023-07-07,JBSS,2023-07-07,2023-07-07T20:00:00+00:00,2023-07-14,VALIDATION,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
JBSS:2023-07-21,JBSS,2023-07-21,2023-07-21T20:00:00+00:00,2023-07-28,FINAL_HOLDOUT,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
JBSS:2023-07-28,JBSS,2023-07-28,2023-07-28T20:00:00+00:00,2023-08-04,FINAL_HOLDOUT,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
JBSS:2023-10-06,JBSS,2023-10-06,2023-10-06T20:00:00+00:00,2023-10-13,E2E_PILOT,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_MEMBER_OR_VALID_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:JBSS,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_E2E_PILOT_BLOCK;PERFORMANCE_BLIND
EML:2023-05-05,EML,2023-05-05,2023-05-05T20:00:00+00:00,2023-05-12,TRAIN,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
EML:2023-05-12,EML,2023-05-12,2023-05-12T20:00:00+00:00,2023-05-19,TRAIN,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
EML:2023-05-19,EML,2023-05-19,2023-05-19T20:00:00+00:00,2023-05-26,TRAIN,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
EML:2023-05-26,EML,2023-05-26,2023-05-26T20:00:00+00:00,2023-06-05,TRAIN,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
EML:2023-06-02,EML,2023-06-02,2023-06-02T20:00:00+00:00,2023-06-09,TRAIN,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
EML:2023-06-09,EML,2023-06-09,2023-06-09T20:00:00+00:00,2023-06-16,TRAIN,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
EML:2023-06-16,EML,2023-06-16,2023-06-16T20:00:00+00:00,2023-06-26,TRAIN,true,true,true,false,T1-B1-S1-I1,AVAILABLE_BY_PIT_DATE,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_TRAIN_BLOCK;PERFORMANCE_BLIND
EML:2023-06-30,EML,2023-06-30,2023-06-30T20:00:00+00:00,2023-07-10,VALIDATION,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
EML:2023-07-07,EML,2023-07-07,2023-07-07T20:00:00+00:00,2023-07-14,VALIDATION,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_VALIDATION_BLOCK;PERFORMANCE_BLIND
EML:2023-07-21,EML,2023-07-21,2023-07-21T20:00:00+00:00,2023-07-28,FINAL_HOLDOUT,true,true,true,false,T0-B1-S1-I1,UNAVAILABLE_NO_SAFE_LOOKBACK_RECORD,AVAILABLE_BY_FILED_DATE,AVAILABLE,AVAILABLE_COMPLETED_HALF_YEAR,ELIGIBLE,FinMultiTime:S&P500:EML,M2-PREFORMAL-UNIVERSE-v1;CONTIGUOUS_FINAL_HOLDOUT_BLOCK;PERFORMANCE_BLIND
