symbol,source_index,removed_hash,kept_hash,reason,url
AMZN,66,6864a59cf252e46dd99d56664b2afb82e8cec4da39ae1c91f2d6893f851ce02d,6864a59cf252e46dd99d56664b2afb82e8cec4da39ae1c91f2d6893f851ce02d,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/new-bill-representative-donald-norcrossdonald-norcross-introduces-hr-2692-no-tax-breaks
AMZN,67,9de565a82a158ff32c9a3d18b41727a5065fd8f3dcf02e3955cf131098ef11ff,9de565a82a158ff32c9a3d18b41727a5065fd8f3dcf02e3955cf131098ef11ff,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/inod-shares-surge-493-year-buy-hold-or-sell-stock
AMZN,68,dcf5a5075c410e0c2fc39a3c26cb44b7a1911822fc6514469d332e3ad6d8ec68,dcf5a5075c410e0c2fc39a3c26cb44b7a1911822fc6514469d332e3ad6d8ec68,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/fund-update-mn-services-vermogensbeheer-bv-just-disclosed-new-holdings
AMZN,69,a50b87002f9b7cb96e5c492811dc75e305943d90ecae543b7bbb59bceb82fc95,a50b87002f9b7cb96e5c492811dc75e305943d90ecae543b7bbb59bceb82fc95,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/roku-falls-214-ytd-should-investors-hold-or-fold-stock
AMZN,70,a0bd07517cd6603922a0500a4d4048386a019f1e3909bf8d818ff96ddd49f556,a0bd07517cd6603922a0500a4d4048386a019f1e3909bf8d818ff96ddd49f556,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/bull-day-sprouts-farmers-market-sfm-1
AMZN,71,74f06c4bb6af718c5353240ac8e4abdbb9cb0fa2ea491c38c2dfa94333e2abe5,74f06c4bb6af718c5353240ac8e4abdbb9cb0fa2ea491c38c2dfa94333e2abe5,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/best-stocks-invest-50000-right-now-19
AMZN,72,d86e3af83394c58c1ae45f3f1c3ec31e32385fd8da9745ec31254e678d49ecaf,d86e3af83394c58c1ae45f3f1c3ec31e32385fd8da9745ec31254e678d49ecaf,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/stocks-plummet-semiconductor-weakness-and-powell-comments
AMZN,73,a9eea24eb6685bbc62b38f36fa4f447da3354e213bc038d9bf6a2de2c3726bd2,a9eea24eb6685bbc62b38f36fa4f447da3354e213bc038d9bf6a2de2c3726bd2,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/guru-fundamental-report-amzn-90
AMZN,74,4a3aba839a3f77bfa60ea20d5eea982180edf7f7d8e45a6318052315df8db87f,4a3aba839a3f77bfa60ea20d5eea982180edf7f7d8e45a6318052315df8db87f,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/3-reasons-look-amazon-ahead-earnings
AMZN,75,63e00e0f3e5596db65eb46e5d4edfce682d8c7202ba570a0eaa70f340d0a9f9e,63e00e0f3e5596db65eb46e5d4edfce682d8c7202ba570a0eaa70f340d0a9f9e,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/stock-market-whiplash-5-moves-protect-your-portfolio-now
AMZN,76,ae42fbc3c1be6c136d10faac3f404a403d2cc57c837d5e38c03e724a8e77e5a3,ae42fbc3c1be6c136d10faac3f404a403d2cc57c837d5e38c03e724a8e77e5a3,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/should-vanguard-sp-500-value-etf-voov-be-your-investing-radar-4
AMZN,77,53943c5331c9ac7feb028f804b29e874c3f7d49bb5094eaaa7535b948929ef1e,53943c5331c9ac7feb028f804b29e874c3f7d49bb5094eaaa7535b948929ef1e,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/should-invesco-sp-500-revenue-etf-rwl-be-your-investing-radar-4
AMZN,78,6626ea97db69fc909696e1c5d62cd935960758a4b4be7bc1f2ca0796e8f7f2fa,6626ea97db69fc909696e1c5d62cd935960758a4b4be7bc1f2ca0796e8f7f2fa,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/trumps-tariffs-2-growth-stocks-are-no-brainer-buys-dip
AMZN,79,e2137a8c70132a20c621d733e7e49dd6609f68c730311ca4f5ab9add0feaa393,e2137a8c70132a20c621d733e7e49dd6609f68c730311ca4f5ab9add0feaa393,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/history-suggests-now-could-be-smart-time-buy-amazon-stock
AMZN,80,63e00e0f3e5596db65eb46e5d4edfce682d8c7202ba570a0eaa70f340d0a9f9e,63e00e0f3e5596db65eb46e5d4edfce682d8c7202ba570a0eaa70f340d0a9f9e,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/stock-market-whiplash-5-moves-protect-your-portfolio-now
AMZN,81,a0bd07517cd6603922a0500a4d4048386a019f1e3909bf8d818ff96ddd49f556,a0bd07517cd6603922a0500a4d4048386a019f1e3909bf8d818ff96ddd49f556,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/bull-day-sprouts-farmers-market-sfm-1
AMZN,82,53943c5331c9ac7feb028f804b29e874c3f7d49bb5094eaaa7535b948929ef1e,53943c5331c9ac7feb028f804b29e874c3f7d49bb5094eaaa7535b948929ef1e,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/should-invesco-sp-500-revenue-etf-rwl-be-your-investing-radar-4
AMZN,83,74f06c4bb6af718c5353240ac8e4abdbb9cb0fa2ea491c38c2dfa94333e2abe5,74f06c4bb6af718c5353240ac8e4abdbb9cb0fa2ea491c38c2dfa94333e2abe5,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/best-stocks-invest-50000-right-now-19
AMZN,84,e2137a8c70132a20c621d733e7e49dd6609f68c730311ca4f5ab9add0feaa393,e2137a8c70132a20c621d733e7e49dd6609f68c730311ca4f5ab9add0feaa393,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/history-suggests-now-could-be-smart-time-buy-amazon-stock
AMZN,87,4877e7ef010c8dc3d3a039a5232767743d1ed090777218dfbbd076b506014b90,4877e7ef010c8dc3d3a039a5232767743d1ed090777218dfbbd076b506014b90,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/1-brilliant-nasdaq-index-fund-buy-now-soared-360-last-decade
AMZN,101,bf31bd81eb2a2bd524afebc10b7881515bb089e9d73a775ec1a7bfc7b85f5318,bf31bd81eb2a2bd524afebc10b7881515bb089e9d73a775ec1a7bfc7b85f5318,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/stocks-retreat-weakness-chip-makers
AMZN,103,08515e2573dd73009d4c32772759c8fbbf1a4692780369157e83c10958e1bf91,08515e2573dd73009d4c32772759c8fbbf1a4692780369157e83c10958e1bf91,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/alphabet-stock-better-play-amazon
AMZN,104,0b00f3cfd61aa7b46650366e4a252314f2a319217b055f90b2c2c30c061bd960,0b00f3cfd61aa7b46650366e4a252314f2a319217b055f90b2c2c30c061bd960,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/twilio-plunges-18-ytd-twlo-stock-still-worth-retaining
AMZN,105,81902d0ff590d1bcb266b925893a3c2c8e07926aff34ee8e4a752465f8400ec8,81902d0ff590d1bcb266b925893a3c2c8e07926aff34ee8e4a752465f8400ec8,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/stocks-extend-losses-cautious-powell-remarks
AMZN,106,bc70cb0d4212721258c773c2c3964a5cfd9c434cebb5ca1773a6e216714dbca5,bc70cb0d4212721258c773c2c3964a5cfd9c434cebb5ca1773a6e216714dbca5,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/2-growth-stocks-down-20-or-more-buy-right-now-0
AMZN,107,5b99e3b29799566bcfc60dcde93eec86aed7f52c5df069c10461566f0d63c93a,5b99e3b29799566bcfc60dcde93eec86aed7f52c5df069c10461566f0d63c93a,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/amd-chips-face-us-export-control-buy-sell-or-hold-stock
AMZN,108,60f385eb05e28e26c49743baf40482b2d93621053eecc554b93bb21d591817a1,60f385eb05e28e26c49743baf40482b2d93621053eecc554b93bb21d591817a1,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/down-17-it-time-buy-dip-nvidia-stock
AMZN,109,5b99e3b29799566bcfc60dcde93eec86aed7f52c5df069c10461566f0d63c93a,5b99e3b29799566bcfc60dcde93eec86aed7f52c5df069c10461566f0d63c93a,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/amd-chips-face-us-export-control-buy-sell-or-hold-stock
AMZN,110,81902d0ff590d1bcb266b925893a3c2c8e07926aff34ee8e4a752465f8400ec8,81902d0ff590d1bcb266b925893a3c2c8e07926aff34ee8e4a752465f8400ec8,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/stocks-extend-losses-cautious-powell-remarks
AMZN,111,bf31bd81eb2a2bd524afebc10b7881515bb089e9d73a775ec1a7bfc7b85f5318,bf31bd81eb2a2bd524afebc10b7881515bb089e9d73a775ec1a7bfc7b85f5318,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/stocks-retreat-weakness-chip-makers
AMZN,112,08515e2573dd73009d4c32772759c8fbbf1a4692780369157e83c10958e1bf91,08515e2573dd73009d4c32772759c8fbbf1a4692780369157e83c10958e1bf91,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/alphabet-stock-better-play-amazon
AMZN,113,60f385eb05e28e26c49743baf40482b2d93621053eecc554b93bb21d591817a1,60f385eb05e28e26c49743baf40482b2d93621053eecc554b93bb21d591817a1,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/down-17-it-time-buy-dip-nvidia-stock
AMZN,114,476ca30db14a41c93b90badd74ddfdf7eff9bf6d34122d75b005417cdc27ff7d,476ca30db14a41c93b90badd74ddfdf7eff9bf6d34122d75b005417cdc27ff7d,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/could-buying-amazon-stock-today-set-you-life-5
AMZN,115,0b00f3cfd61aa7b46650366e4a252314f2a319217b055f90b2c2c30c061bd960,0b00f3cfd61aa7b46650366e4a252314f2a319217b055f90b2c2c30c061bd960,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/twilio-plunges-18-ytd-twlo-stock-still-worth-retaining
AMZN,116,e7a1c693992a67ba3318c46f715d8344210e414e5d8f75972ca12530091c42bb,e7a1c693992a67ba3318c46f715d8344210e414e5d8f75972ca12530091c42bb,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/should-you-buy-amazon-stock-right-now-and-hold-next-20-years
AMZN,117,91391ab381bb88d27c1203a6b4e599d8c76a2acfd435bbf974803feb384337fd,91391ab381bb88d27c1203a6b4e599d8c76a2acfd435bbf974803feb384337fd,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/fund-update-compagnie-lombard-odier-scma-just-disclosed-new-holdings
AMZN,118,ad25cf3fa5d4673ee9d5b6c4e6a73b2690a8a8c4b9c0589f4b05e7e1da44a2f9,ad25cf3fa5d4673ee9d5b6c4e6a73b2690a8a8c4b9c0589f4b05e7e1da44a2f9,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/fund-update-compagnie-lombard-odier-scma-opened-4005m-position-amzn-stock
AMZN,119,94426a7e4ff4ffa6b7fb3ba8308c326fc3dfc410185f236374c1cc88475350a3,94426a7e4ff4ffa6b7fb3ba8308c326fc3dfc410185f236374c1cc88475350a3,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/can-international-content-boost-netflixs-seasonally-weak-q1-results
AMZN,120,3ae3f396fbdfd437ccd69a6ec074144b0967465dd34bb501bfe06cc1c28792b2,3ae3f396fbdfd437ccd69a6ec074144b0967465dd34bb501bfe06cc1c28792b2,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/day-after-market-skyrocketed
AMZN,121,be87fa325bd7d6e8abfc5cbac02967509a597d9e8b4f0a5515cfdcc73baf46d3,be87fa325bd7d6e8abfc5cbac02967509a597d9e8b4f0a5515cfdcc73baf46d3,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/spotify-stock-soars-18-3-months-should-you-buy-hold-or-sell
AMZN,122,4877e7ef010c8dc3d3a039a5232767743d1ed090777218dfbbd076b506014b90,4877e7ef010c8dc3d3a039a5232767743d1ed090777218dfbbd076b506014b90,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/1-brilliant-nasdaq-index-fund-buy-now-soared-360-last-decade
AMZN,123,46497bd8a01164142525653387548f873c5d9603600fc05aa8b684d3e6e130bb,46497bd8a01164142525653387548f873c5d9603600fc05aa8b684d3e6e130bb,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/amzn-factor-based-stock-analysis-87
AMZN,131,98cdfbd8f3c87b1d5370f3a3ce718b6bcbce2283f6a299cca0aeeb791a4038c4,98cdfbd8f3c87b1d5370f3a3ce718b6bcbce2283f6a299cca0aeeb791a4038c4,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/4-reasons-alphabet-could-be-best-artificial-intelligence-ai-stock-buy-right-now
AMZN,133,755218325d42dc01f8d891949b1c9a6a1f094fdee9eda3f9f5efa5d93e5dc265,755218325d42dc01f8d891949b1c9a6a1f094fdee9eda3f9f5efa5d93e5dc265,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/congress-who-traded-what-during-tariff-induced-meltdown
AMZN,134,7b668d8cf07d7bfb7656a79a570a751fa6e2b64a5dfafc66afaac9b26be59054,7b668d8cf07d7bfb7656a79a570a751fa6e2b64a5dfafc66afaac9b26be59054,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/should-you-brace-mag-7-etfs-its-too-late
AMZN,135,9c05c985d8f52b5766e0d671da23c7167945cd11bd408f3ef0c9db111ba61644,9c05c985d8f52b5766e0d671da23c7167945cd11bd408f3ef0c9db111ba61644,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/ai-waymo-wiz-can-these-3-factors-push-googl-stock
AMZN,136,d513c659230567b4d49197a831a83275044635b73e7b369fcee843cb6db6df2d,d513c659230567b4d49197a831a83275044635b73e7b369fcee843cb6db6df2d,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/notable-tuesday-option-activity-djt-key-amzn
AMZN,137,e583e6211d97a2d9bb143f5df28e210c3d10f186726255e57593945377ab46e1,e583e6211d97a2d9bb143f5df28e210c3d10f186726255e57593945377ab46e1,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/fund-update-fifth-third-bancorp-just-disclosed-new-holdings
AMZN,139,86a3dced3eb4e22f3e9ad40a8e1b34b5725caf32260597d2eca64b3d87b304c0,86a3dced3eb4e22f3e9ad40a8e1b34b5725caf32260597d2eca64b3d87b304c0,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/amzn-quantitative-stock-analysis-83
AMZN,140,98b6899b25eeed75f4d1f2ef1694df1bad9dd18a1e82e2a0f23b1e208b69643a,98b6899b25eeed75f4d1f2ef1694df1bad9dd18a1e82e2a0f23b1e208b69643a,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/netflix-earnings-preview-diamond-magnificent-7-rough
AMZN,142,7b668d8cf07d7bfb7656a79a570a751fa6e2b64a5dfafc66afaac9b26be59054,7b668d8cf07d7bfb7656a79a570a751fa6e2b64a5dfafc66afaac9b26be59054,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/should-you-brace-mag-7-etfs-its-too-late
AMZN,146,fc41e3ff5f2d6dbad7b01750ca1c5845cf24d19f08e958be82af6e4e2574a117,fc41e3ff5f2d6dbad7b01750ca1c5845cf24d19f08e958be82af6e4e2574a117,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/3-stocks-could-be-easy-wealth-builders-5
AMZN,147,2be114b89b7ac0cb000dfc53b6f83a20a62e10878a7eca89c97385e2da56242e,2be114b89b7ac0cb000dfc53b6f83a20a62e10878a7eca89c97385e2da56242e,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/zacks-analyst-blog-apple-nvidia-advanced-micro-devices-amazoncom-and-alphabet
AMZN,148,86a3dced3eb4e22f3e9ad40a8e1b34b5725caf32260597d2eca64b3d87b304c0,86a3dced3eb4e22f3e9ad40a8e1b34b5725caf32260597d2eca64b3d87b304c0,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/amzn-quantitative-stock-analysis-83
AMZN,149,755218325d42dc01f8d891949b1c9a6a1f094fdee9eda3f9f5efa5d93e5dc265,755218325d42dc01f8d891949b1c9a6a1f094fdee9eda3f9f5efa5d93e5dc265,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/congress-who-traded-what-during-tariff-induced-meltdown
AMZN,150,386698e8402c0acf31c96c714055c4e055aef948f291a6d0c67ab0fe4483c772,386698e8402c0acf31c96c714055c4e055aef948f291a6d0c67ab0fe4483c772,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/zacks-analyst-blog-apple-nvidia-advanced-micro-devices-amazoncom-and-alphabet-0
AMZN,151,98cdfbd8f3c87b1d5370f3a3ce718b6bcbce2283f6a299cca0aeeb791a4038c4,98cdfbd8f3c87b1d5370f3a3ce718b6bcbce2283f6a299cca0aeeb791a4038c4,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/4-reasons-alphabet-could-be-best-artificial-intelligence-ai-stock-buy-right-now
AMZN,152,9c05c985d8f52b5766e0d671da23c7167945cd11bd408f3ef0c9db111ba61644,9c05c985d8f52b5766e0d671da23c7167945cd11bd408f3ef0c9db111ba61644,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/ai-waymo-wiz-can-these-3-factors-push-googl-stock
AMZN,153,98b6899b25eeed75f4d1f2ef1694df1bad9dd18a1e82e2a0f23b1e208b69643a,98b6899b25eeed75f4d1f2ef1694df1bad9dd18a1e82e2a0f23b1e208b69643a,EXACT_DUPLICATE_RECORD,https://www.nasdaq.com/articles/netflix-earnings-preview-diamond-magnificent-7-rough
