symbol,date_role,session_date,m0_reference_status,finmultitime_source,m0_source,finmultitime_open,m0_open,relative_difference_open,finmultitime_high,m0_high,relative_difference_high,finmultitime_low,m0_low,relative_difference_low,finmultitime_close,m0_close,relative_difference_close,finmultitime_volume,m0_volume,relative_difference_volume,finmultitime_dividends,m0_dividends,relative_difference_dividends,finmultitime_stock_splits,m0_stock_splits,relative_difference_stock_splits,interpretation
AAPL,split_event,2020-08-31,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,124.4030930609,,,127.7379288061,,,122.8624353402,,,125.8267288208,,,2257027,,,0,,,4,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
AAPL,split_adjacent,2020-09-01,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,129.4541066567,,,131.443316469,,,127.2796405772,,,130.8387451172,,,1519481,,,0,,,0,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
AAPL,ordinary_non_corporate_action,2023-01-04,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,125.4316145587,126.8899994,-0.0114933,127.181275641,128.6600037,-0.0114933,123.642419845,125.0800018,-0.0114933,124.9077072144,126.3600006,-0.0114933,891136,891136,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-02-09,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,152.0125597152,153.7799988,-0.0114933,152.556241419,154.3300018,-0.0114933,148.6911765869,150.4199982,-0.0114933,149.1360015869,150.8699951,-0.0114933,560071,560071,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_event,2023-02-10,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,147.9677914305,149.4600067,-0.00998404,149.8290111554,151.3399963,-0.00998404,147.7301821627,149.2200012,-0.00998404,149.5023040771,151.0099945,-0.00998404,574507,574507,0,0.23,0.23,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-02-13,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,149.4428944615,150.9499969,-0.00998412,152.7198446159,154.2599945,-0.00998412,149.4131951935,150.9199982,-0.00998412,152.313949585,153.8500061,-0.00998412,62199,62199,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-05-11,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,172.114281687,173.8500061,-0.00998403,172.8468838335,174.5899963,-0.00998403,170.4510470092,172.1699982,-0.00998403,172.0152740479,173.75,-0.00998403,495147,495147,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_event,2023-05-12,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,172.1243318719,173.6199951,-0.00861458,172.5605438773,174.0599976,-0.00861458,169.5269069109,171,-0.00861458,171.0833892822,172.5700073,-0.00861458,454978,455331,-0.00077526,0.24,0.24,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-05-15,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,171.6682833558,173.1600037,-0.00861469,171.7178556466,173.2100067,-0.00861469,169.9928397669,171.4700012,-0.00861469,170.587677002,172.0700073,-0.00861469,372667,372667,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,ordinary_non_corporate_action,2023-06-15,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,182.3752648057,183.9600067,-0.0086146,184.9132090088,186.5200043,-0.0086146,182.1968075675,183.7799988,-0.0086146,184.4075927734,186.0099945,-0.0086146,654332,654332,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-08-10,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,177.9338302362,179.4799957,-0.0086147,179.1928938087,180.75,-0.0086147,176.0700361501,177.6000061,-0.0086147,176.4368438721,177.9700012,-0.0086147,546869,546869,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_event,2023-08-11,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,176.0298325668,177.3200073,-0.00727597,177.3203616898,178.6199951,-0.00727597,175.2654308211,176.5500031,-0.00727597,176.4963989258,177.7899933,-0.00727597,519881,520367,-0.00093396,0.24,0.24,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-08-14,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,176.6751020558,177.9700012,-0.00727594,178.3825886497,179.6900024,-0.00727594,176.0199005411,177.3099976,-0.00727594,178.1542663574,179.4600067,-0.00727594,436756,436756,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-11-09,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,181.628810741,182.9600067,-0.00727588,182.7803592021,184.1199951,-0.00727588,180.4871689201,181.8099976,-0.00727589,181.0828094482,182.4100037,-0.00727589,537635,537635,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_event,2023-11-10,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,182.8720614897,183.9700012,-0.00596804,185.4565506612,186.5700073,-0.00596804,182.4346849991,183.5299988,-0.00596804,185.2875518799,186.3999939,-0.00596804,661334,661334,0,0.24,0.24,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2023-11-13,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,184.7110145612,185.8200073,-0.0059681,184.9197527659,186.0299988,-0.0059681,183.1106225988,184.2100067,-0.0059681,183.6970977783,184.8000031,-0.0059681,436275,436275,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,ordinary_non_corporate_action,2024-01-05,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,180.9038724342,181.9900055,-0.00596809,181.6692660827,182.7599945,-0.00596809,179.0947270808,180.1699982,-0.00596809,180.0986938477,181.1799927,-0.00596809,623033,623797,-0.00122476,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2024-02-08,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,188.2596969214,189.3899994,-0.00596812,188.4087956361,189.5399933,-0.00596812,186.2318785624,187.3500061,-0.00596812,187.1960906982,188.3200073,-0.00596812,40962,40962,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_event,2024-02-09,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,187.7633911739,188.6499939,-0.00469972,189.0971050872,189.9900055,-0.00469972,187.1164520687,188,-0.00469972,187.9624633789,188.8500061,-0.00469972,451552,451552,0,0.24,0.24,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2024-02-12,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,187.5344824223,188.4199982,-0.00469969,187.7833074996,188.6699982,-0.00469969,185.9121380586,186.7899933,-0.00469969,186.2704467773,187.1499939,-0.00469969,417819,417819,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,ordinary_non_corporate_action,2024-03-15,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,170.365548697,171.1699982,-0.00469971,171.8087310791,172.6199951,-0.00469971,169.4896795826,170.2899933,-0.00469971,171.8087310791,172.6199951,-0.00469971,1216647,1217527,-0.00072278,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2024-05-09,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,181.7020275404,182.5599976,-0.00469966,183.792164328,184.6600037,-0.00469966,181.254145425,182.1100006,-0.00469966,183.7025909424,184.5700073,-0.00469966,48983,48983,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_event,2024-05-10,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,184.28065325,184.8999939,-0.0033496,184.4700192596,185.0899963,-0.0033496,181.5199425859,182.1300049,-0.0033496,182.4368591309,183.0500031,-0.0033496,507595,507595,0,0.25,0.25,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
AAPL,dividend_adjacent,2024-05-13,AVAILABLE,S&P500_time_series/aapl.csv,inputs/market_data/AAPL.csv,184.8188384959,185.4400024,-0.00334968,186.4732816834,187.1000061,-0.00334968,184.0015779307,184.6199951,-0.00334968,185.6560211182,186.2799988,-0.00334968,720448,720448,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AMZN,split_adjacent,2022-06-03,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/amzn.csv,inputs/market_data/AMZN.csv,124.1999969482,,,124.4000015259,,,121.0465011597,,,122.3499984741,,,97604,,,0,,,0,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
AMZN,split_event,2022-06-06,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/amzn.csv,inputs/market_data/AMZN.csv,125.25,,,128.9900054932,,,123.8099975586,,,124.7900009155,,,135269,,,0,,,20,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
AMZN,split_adjacent,2022-06-07,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/amzn.csv,inputs/market_data/AMZN.csv,122.0100021362,,,124.0999984741,,,120.6299972534,,,123,,,851567,,,0,,,0,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
AMZN,ordinary_non_corporate_action,2023-01-04,AVAILABLE,S&P500_time_series/amzn.csv,inputs/market_data/AMZN.csv,86.5500030518,86.55000305,0,86.9800033569,86.98000336,-0,83.3600006104,83.36000061,0,85.1399993896,85.13999939,-0,688851,688851,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AMZN,ordinary_non_corporate_action,2023-06-15,AVAILABLE,S&P500_time_series/amzn.csv,inputs/market_data/AMZN.csv,125.2099990845,125.2099991,-0,127.6900024414,127.6900024,0,124.3199996948,124.3199997,-0,127.1100006104,127.1100006,0,604585,604585,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AMZN,ordinary_non_corporate_action,2024-01-05,AVAILABLE,S&P500_time_series/amzn.csv,inputs/market_data/AMZN.csv,144.6900024414,144.6900024,0,146.5899963379,146.5899963,0,144.5299987793,144.5299988,-0,145.2400054932,145.2400055,-0,451248,451531,-0.00062676,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
AMZN,ordinary_non_corporate_action,2024-03-15,AVAILABLE,S&P500_time_series/amzn.csv,inputs/market_data/AMZN.csv,176.6399993896,176.6399994,-0,177.9299926758,177.9299927,-0,173.8999938965,173.8999939,-0,174.4199981689,174.4199982,-0,721155,721474,-0.00044215,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,split_adjacent,2000-06-09,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,24.8201698861,,,25.3439734152,,,23.00700808,,,23.6315422058,,,1029495,,,0,,,0,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
JPM,split_event,2000-06-12,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,23.8732998716,,,24.0546160732,,,23.2991319,,,23.495557785,,,51426,,,0,,,1.5,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
JPM,split_adjacent,2000-06-13,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,23.3897780036,,,23.4502167065,,,23.0271457865,,,23.2991199493,,,56499,,,0,,,0,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
JPM,dividend_adjacent,2023-01-04,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,127.5257162955,135.9900055,-0.06224199,129.1105153049,137.6799927,-0.06224199,127.1318596503,135.5700073,-0.06224199,127.8914413452,136.3800049,-0.06224199,116876,116876,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,ordinary_non_corporate_action,2023-01-04,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,127.5257162955,135.9900055,-0.06224199,129.1105153049,137.6799927,-0.06224199,127.1318596503,135.5700073,-0.06224199,127.8914413452,136.3800049,-0.06224199,116876,116876,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_event,2023-01-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,128.1559404901,135.6600037,-0.05531522,128.2031776119,135.7100067,-0.05531522,126.304351982,133.6999969,-0.05531522,127.8630905151,135.3500061,-0.05531522,83813,83813,0,1,1,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2023-01-06,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,128.5999373917,136.1300049,-0.05531527,130.7254780422,138.3800049,-0.05531527,127.0506550053,134.4900055,-0.05531527,130.3098144531,137.9400024,-0.05531527,100291,100291,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2023-04-04,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,123.2813753953,130.5,-0.05531513,123.366393574,130.5899963,-0.05531513,120.3623026099,127.4100037,-0.05531513,121.3164291382,128.4199982,-0.05531513,115799,115799,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_event,2023-04-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,120.7261244194,126.8000031,-0.04790125,122.0114490153,128.1499939,-0.04790125,120.4024070671,126.4599991,-0.04790125,121.4973220825,127.6100006,-0.04790125,96147,96147,0,1,1,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2023-04-06,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,120.916526153,127,-0.04790137,121.944794418,128.0800018,-0.04790137,120.7832329258,126.8600006,-0.04790137,121.3640136719,127.4700012,-0.04790137,87602,87602,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,ordinary_non_corporate_action,2023-06-15,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,133.8555624044,140.5899963,-0.04790123,136.53095762,143.3999939,-0.04790123,133.3223894184,140.0299988,-0.04790123,136.2358093262,143.0899963,-0.04790123,93431,93431,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2023-07-03,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,139.1873242316,146.1900024,-0.04790121,140.4155252767,147.4799957,-0.04790121,139.0064231373,146,-0.04790121,139.5872039795,146.6100006,-0.04790121,80216,80216,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_event,2023-07-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,138.9449275619,144.9400024,-0.04136246,139.4146505954,145.4299927,-0.04136246,138.3889160327,144.3600006,-0.04136246,138.657333374,144.6399994,-0.04136246,89349,89349,0,1,1,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2023-07-06,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,137.1043250594,143.0200043,-0.0413626,137.4590162166,143.3899994,-0.0413626,135.5896762119,141.4400024,-0.0413626,137.2864685059,143.2100067,-0.0413626,97095,97095,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2023-10-04,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,137.2672993113,143.1900024,-0.04136255,137.535716628,143.4700012,-0.04136255,136.0594067581,141.9299927,-0.04136255,137.4206848145,143.3500061,-0.04136255,81287,81287,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_event,2023-10-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,137.1695643632,142.0399933,-0.03428914,138.1932302548,143.1000061,-0.03428914,136.001062472,140.8300018,-0.03428914,138.0000762939,142.8999939,-0.03428914,85762,85762,0,1.05,1.05,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2023-10-06,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,138.009754975,142.9100037,-0.03428905,140.8779176665,145.8800049,-0.03428905,137.2661534198,142.1399994,-0.03428905,140.1246643066,145.1000061,-0.03428905,102694,102706,-0.00011684,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2024-01-03,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,165.9670868625,171.8600006,-0.03428904,166.140907763,172.0399933,-0.03428904,164.5281722214,170.3699951,-0.03428904,165.4552612305,171.3300018,-0.03428904,98523,98523,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_event,2024-01-04,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,165.8050510995,170.6399994,-0.0283342,168.4382719345,173.3500061,-0.0283342,165.7078785892,170.5399933,-0.0283342,166.553237915,171.4100037,-0.0283342,119725,119725,0,1.05,1.05,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2024-01-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,166.6115346399,171.4700012,-0.02833421,168.4674198621,173.3800049,-0.02833421,166.6115346399,171.4700012,-0.02833421,167.3888702393,172.2700043,-0.02833421,100642,10066,-0.00017882,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,ordinary_non_corporate_action,2024-01-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,166.6115346399,171.4700012,-0.02833421,168.4674198621,173.3800049,-0.02833421,166.6115346399,171.4700012,-0.02833421,167.3888702393,172.2700043,-0.02833421,100642,10066,-0.00017882,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,ordinary_non_corporate_action,2024-03-15,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,181.1962492394,186.4799957,-0.02833412,185.52988559,190.9400024,-0.02833412,181.1962492394,186.4799957,-0.02833412,184.9080200195,190.3000031,-0.02833412,172081,172142,-0.00035436,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2024-04-03,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,193.4003586685,199.0399933,-0.02833418,193.9056290473,199.5599976,-0.02833418,192.0983300255,197.6999969,-0.02833418,192.6813354492,198.3000031,-0.02833418,93534,93534,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_event,2024-04-04,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,194.6359999739,199.1499939,-0.0226663,195.1539856408,199.6799927,-0.0226663,191.1176076092,195.5500031,-0.0226663,191.2153320312,195.6499939,-0.0226663,92438,92438,0,1.15,1.15,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2024-04-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,191.7137791894,196.1600037,-0.02266632,193.6293448603,198.1199951,-0.02266632,190.6875758377,195.1100006,-0.02266632,192.9745330811,197.4499969,-0.02266631,6531,65323,-0.00019901,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2024-07-03,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,204.8002854336,209.5500031,-0.02266627,205.6114742164,210.3800049,-0.02266627,202.9433424049,207.6499939,-0.02266627,203.959777832,208.6900024,-0.02266627,55609,55609,0,0,0,,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_event,2024-07-05,AVAILABLE,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,203.4192623857,206.9900055,-0.0172508,203.7926968849,207.3699951,-0.0172508,200.9918706611,204.5200043,-0.0172508,201.2572021484,204.7899933,-0.0172508,80931,80931,0,1.15,1.15,0,0,0,,Direct comparison available; inspect price ratios and volume separately.
JPM,dividend_adjacent,2024-07-08,NOT_AVAILABLE_OUTSIDE_FROZEN_SNAPSHOT,S&P500_time_series/jpm.csv,inputs/market_data/JPM.csv,201.5028988102,,,203.3308130076,,,200.4513649146,,,201.6306610107,,,8707,,,0,,,0,,,FinMultiTime event retained; frozen M0 snapshot has no overlapping date.
